filename.d1.d2,A/C CLUTCH,A/C SWITCH,AF FB CMD,AF FB CMD B2,AF SENSOR,AF SENSOR B1,AF SENSOR B2,ALTERNATOR,BARO SENSOR,BATTERY,BRAKE SWITCH,CMP CTRL,CMP CTRL CMD,DRIVING STATUS,ECT SENSOR,ECT SENSOR 2,EGR COMMAND,EGR LIFT,ELD,ENGINE SPEED,EVAP CVS VALVE,EVAP PC DUTY,F INJECTOR,FSS,FSS-B1,FSS-B2,FTP SENSOR,FUEL CUT,FUEL LEVEL,HO2S B1 S2,HO2S B2 S2,HO2S S2,IAT SENSOR,IDLE TARGET TH,IDLING,IG1 LEVEL,IMA MOTOR TORQUE,IMRC VALVE CMD,KCREND,KNOCK CTRL,KNOCK CTRL EGR,KNOCK RETARD,LT FUEL TRIM,LT FUEL TRIM B1,LT FUEL TRIM B2,MAP SENSOR,MISFIRE,PNP SWITCH,PSP SWITCH,PULSER F/B LEARN,REL TP SENSOR,ROCKER ARM OIL CONTROL SOL1,ROCKER ARM OIL CONTROL SOL2,ROCKER ARM OIL PRESSURE SWITCH,SPARK ADVANCE,ST FUEL TRIM,ST FUEL TRIM B1,ST FUEL TRIM B2,TARGET TH VLV,TIME,TP SENSOR,VEHICLE SPEED,VTEC PRES SW,VTEC SOL
206766_CIVIC_2006_PGM-FI_1HGFA16586L035734_05072007_120506.CSV.2.13,0,0,14.491035d0,14.545505d0,-0.06d0,-0.06082281d0,-0.07063295d0,37.0d0,2.7199999999999998d0,14.3d0,0,4.21875d0,4.241071d0,4,156.2d0,50.25714d0,0.0d0,0.0d0,28.19d0,1672.0d0,0,0.0d0,5.46d0,2,2,2,2.49d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.74d0,73.4d0,4.3d0,0,1,-15.179118d0,0,1,0.7d0,0.61d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,1.96d0,0.0d0,0,1,1,10.59d0,0,0,1,32.0d0,0.97d0,0.97278535d0,0.9796831d0,9.7d0,-5.8d0,0.98d0,48.0d0,1,1
206766_CIVIC_2006_PGM-FI_1HGFA16586L035734_05072007_120506.CSV.2.14,0,0,14.491035d0,14.545505d0,-0.05d0,-0.06082281d0,-0.07063295d0,37.0d0,2.7199999999999998d0,14.3d0,0,4.21875d0,4.241071d0,4,156.2d0,50.25714d0,0.0d0,0.0d0,28.19d0,1684.0d0,0,0.0d0,6.66d0,2,2,2,2.49d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.76d0,73.4d0,4.3d0,0,1,-15.179118d0,0,1,0.7d0,0.61d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,2.25d0,0.0d0,0,1,1,15.29d0,0,0,1,29.0d0,0.99d0,0.97278535d0,0.9796831d0,13.9d0,-5.6d0,1.16d0,48.0d0,1,1
206766_CIVIC_2006_PGM-FI_1HGFA16586L035734_05072007_120506.CSV.2.15,0,0,14.491035d0,14.545505d0,-0.06d0,-0.06082281d0,-0.07063295d0,37.0d0,2.7199999999999998d0,14.3d0,0,4.21875d0,4.241071d0,4,156.2d0,50.25714d0,0.0d0,0.0d0,28.19d0,1754.0d0,0,0.0d0,7.24d0,2,2,2,2.49d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.76d0,73.4d0,4.3d0,0,1,-15.179118d0,0,1,0.7d0,0.61d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,2.35d0,0.0d0,0,1,1,14.51d0,0,0,1,28.0d0,1.01d0,0.97278535d0,0.9796831d0,12.6d0,-5.4d0,1.12d0,48.0d0,1,1
206766_CIVIC_2006_PGM-FI_1HGFA16586L035734_05072007_120506.CSV.3.0,0,0,14.491035d0,14.545505d0,0.05d0,-0.06082281d0,-0.07063295d0,37.0d0,2.7199999999999998d0,14.3d0,0,4.21875d0,4.241071d0,4,156.2d0,50.25714d0,0.0d0,0.0d0,28.19d0,1719.0d0,0,0.0d0,6.77d0,2,2,2,2.49d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.76d0,73.4d0,4.3d0,0,1,-15.179118d0,0,1,0.7d0,0.61d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,2.33d0,0.0d0,0,1,1,14.12d0,0,0,1,28.0d0,1.0d0,0.97278535d0,0.9796831d0,12.3d0,-5.2d0,1.1d0,48.0d0,1,1
206766_CIVIC_2006_PGM-FI_1HGFA16586L035734_05072007_120506.CSV.3.1,0,0,14.491035d0,14.545505d0,-0.01d0,-0.06082281d0,-0.07063295d0,37.0d0,2.7199999999999998d0,14.3d0,0,4.21875d0,4.241071d0,4,156.2d0,50.25714d0,0.0d0,0.0d0,28.19d0,1685.0d0,0,0.0d0,6.74d0,2,2,2,2.49d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.76d0,73.4d0,4.3d0,0,1,-15.179118d0,0,1,0.7d0,0.61d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,2.31d0,0.0d0,0,1,1,13.72d0,0,0,1,28.0d0,0.99d0,0.97278535d0,0.9796831d0,12.6d0,-5.0d0,1.1d0,48.0d0,1,1
206766_CIVIC_2006_PGM-FI_1HGFA16586L035734_05072007_120506.CSV.3.2,0,0,14.491035d0,14.545505d0,-0.03d0,-0.06082281d0,-0.07063295d0,38.0d0,2.7199999999999998d0,14.3d0,0,4.21875d0,4.241071d0,4,156.2d0,50.25714d0,0.0d0,0.0d0,29.76d0,1644.0d0,0,0.0d0,6.82d0,2,2,2,2.49d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.76d0,73.4d0,4.3d0,0,1,-15.179118d0,0,1,0.7d0,0.61d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,2.31d0,0.0d0,0,1,1,12.94d0,0,0,1,27.5d0,1.01d0,0.97278535d0,0.9796831d0,11.9d0,-4.8d0,1.06d0,49.0d0,1,1
206766_CIVIC_2006_PGM-FI_1HGFA16586L035734_05072007_120506.CSV.3.3,0,0,14.491035d0,14.545505d0,0.02d0,-0.06082281d0,-0.07063295d0,38.0d0,2.7199999999999998d0,14.3d0,0,4.21875d0,4.241071d0,4,156.2d0,50.25714d0,0.0d0,0.0d0,29.76d0,1630.0d0,0,0.0d0,6.54d0,2,2,2,2.49d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.76d0,73.4d0,4.3d0,0,1,-15.179118d0,0,1,0.7d0,0.61d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,2.29d0,0.0d0,0,1,1,12.94d0,0,0,1,27.5d0,1.0d0,0.97278535d0,0.9796831d0,11.8d0,-4.6d0,1.06d0,49.0d0,1,1
206766_CIVIC_2006_PGM-FI_1HGFA16586L035734_05072007_120506.CSV.3.4,0,0,14.491035d0,14.545505d0,0.0d0,-0.06082281d0,-0.07063295d0,38.0d0,2.7199999999999998d0,14.3d0,0,4.21875d0,4.241071d0,4,156.2d0,50.25714d0,0.0d0,0.0d0,29.76d0,1638.0d0,0,0.0d0,6.51d0,2,2,2,2.49d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.76d0,73.4d0,4.3d0,0,1,-15.179118d0,0,1,0.7d0,0.61d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,2.31d0,0.0d0,0,1,1,12.94d0,0,0,1,28.0d0,0.99d0,0.97278535d0,0.9796831d0,11.8d0,-4.4d0,1.06d0,49.0d0,1,1
206766_CIVIC_2006_PGM-FI_1HGFA16586L035734_05072007_120506.CSV.3.5,0,0,14.491035d0,14.545505d0,-0.03d0,-0.06082281d0,-0.07063295d0,38.0d0,2.7199999999999998d0,14.3d0,0,4.21875d0,4.241071d0,4,156.2d0,50.25714d0,0.0d0,0.0d0,29.76d0,1645.0d0,0,0.0d0,6.57d0,2,2,2,2.49d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.76d0,73.4d0,4.3d0,0,1,-15.179118d0,0,1,0.7d0,0.61d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,2.29d0,0.0d0,0,1,1,12.16d0,0,0,1,28.0d0,1.01d0,0.97278535d0,0.9796831d0,11.3d0,-4.2d0,1.02d0,49.0d0,1,1
206766_CIVIC_2006_PGM-FI_1HGFA16586L035734_05072007_120506.CSV.3.6,0,0,14.491035d0,14.545505d0,0.0d0,-0.06082281d0,-0.07063295d0,38.0d0,2.7199999999999998d0,14.3d0,0,4.21875d0,4.241071d0,4,156.2d0,50.25714d0,0.0d0,0.0d0,29.76d0,1645.0d0,0,0.0d0,6.26d0,2,2,2,2.49d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.74d0,73.4d0,4.4d0,0,1,-15.179118d0,0,1,0.7d0,0.61d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,2.25d0,0.0d0,0,1,1,12.16d0,0,0,1,28.5d0,1.0d0,0.97278535d0,0.9796831d0,11.1d0,-4.0d0,1.04d0,49.0d0,1,1
206766_CIVIC_2006_PGM-FI_1HGFA16586L035734_05072007_120506.CSV.3.7,0,0,14.491035d0,14.545505d0,-0.01d0,-0.06082281d0,-0.07063295d0,38.0d0,2.7199999999999998d0,14.2d0,0,4.21875d0,4.241071d0,4,156.2d0,50.25714d0,0.0d0,0.0d0,29.37d0,1643.0d0,0,0.0d0,6.31d0,2,2,2,2.49d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.74d0,73.4d0,4.4d0,0,1,-15.179118d0,0,1,0.7d0,0.61d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,2.25d0,0.0d0,0,1,1,12.16d0,0,0,1,28.5d0,1.0d0,0.97278535d0,0.9796831d0,11.1d0,-3.8d0,1.04d0,50.0d0,1,1
206766_CIVIC_2006_PGM-FI_1HGFA16586L035734_05072007_120506.CSV.3.8,0,0,14.491035d0,14.545505d0,-0.02d0,-0.06082281d0,-0.07063295d0,38.0d0,2.7199999999999998d0,14.2d0,0,4.21875d0,4.241071d0,4,156.2d0,50.25714d0,0.0d0,0.0d0,29.37d0,1654.0d0,0,0.0d0,6.33d0,2,2,2,2.49d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.74d0,73.4d0,4.4d0,0,1,-15.179118d0,0,1,0.7d0,0.61d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,2.23d0,0.0d0,0,1,1,12.16d0,0,0,1,29.0d0,1.0d0,0.97278535d0,0.9796831d0,11.0d0,-3.6d0,1.04d0,50.0d0,1,1
206766_CIVIC_2006_PGM-FI_1HGFA16586L035734_05072007_120506.CSV.3.9,0,0,14.491035d0,14.545505d0,-0.02d0,-0.06082281d0,-0.07063295d0,38.0d0,2.7199999999999998d0,14.2d0,0,4.21875d0,4.241071d0,4,156.2d0,50.25714d0,0.0d0,0.0d0,29.37d0,1638.0d0,0,0.0d0,6.37d0,2,2,2,2.49d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.74d0,73.4d0,4.4d0,0,1,-15.179118d0,0,1,0.7d0,0.61d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,2.25d0,0.0d0,0,1,1,12.16d0,0,0,1,28.5d0,1.01d0,0.97278535d0,0.9796831d0,11.1d0,-3.4d0,1.04d0,50.0d0,1,1
206766_CIVIC_2006_PGM-FI_1HGFA16586L035734_05072007_120506.CSV.3.10,0,0,14.491035d0,14.545505d0,0.0d0,-0.06082281d0,-0.07063295d0,38.0d0,2.7199999999999998d0,14.2d0,0,4.21875d0,4.241071d0,4,156.2d0,50.25714d0,0.0d0,0.0d0,29.37d0,1621.0d0,0,0.0d0,6.38d0,2,2,2,2.49d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.74d0,73.4d0,4.4d0,0,1,-15.179118d0,0,1,0.7d0,0.61d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,2.25d0,0.0d0,0,1,1,12.16d0,0,0,1,28.5d0,1.0d0,0.97278535d0,0.9796831d0,11.0d0,-3.2d0,1.04d0,50.0d0,1,1
206766_CIVIC_2006_PGM-FI_1HGFA16586L035734_05072007_120506.CSV.3.11,0,0,14.491035d0,14.545505d0,-0.01d0,-0.06082281d0,-0.07063295d0,38.0d0,2.7199999999999998d0,14.2d0,0,4.21875d0,4.241071d0,4,156.2d0,50.25714d0,0.0d0,0.0d0,29.37d0,1633.0d0,0,0.0d0,6.26d0,2,2,2,2.49d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.73d0,73.4d0,4.4d0,0,1,-15.179118d0,0,1,0.7d0,0.61d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,2.25d0,0.0d0,0,1,1,12.16d0,0,0,1,28.5d0,0.99d0,0.97278535d0,0.9796831d0,10.9d0,-3.0d0,1.04d0,50.0d0,1,1
206766_CIVIC_2006_PGM-FI_1HGFA16586L035734_05072007_120506.CSV.3.12,0,0,14.491035d0,14.545505d0,-0.02d0,-0.06082281d0,-0.07063295d0,36.0d0,2.7199999999999998d0,14.3d0,0,4.21875d0,4.241071d0,4,158.0d0,50.25714d0,46.0d0,3.0d0,27.79d0,1635.0d0,0,0.0d0,5.61d0,2,2,2,2.49d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.73d0,73.4d0,4.3d0,0,1,-15.179118d0,0,1,0.7d0,0.61d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,2.2d0,0.0d0,0,1,1,8.63d0,0,0,1,17.0d0,1.0d0,0.97278535d0,0.9796831d0,8.5d0,-2.8d0,0.9d0,50.0d0,1,0
206766_CIVIC_2006_PGM-FI_1HGFA16586L035734_05072007_120506.CSV.3.13,0,0,14.491035d0,14.545505d0,-0.05d0,-0.06082281d0,-0.07063295d0,36.0d0,2.7199999999999998d0,14.3d0,0,4.21875d0,4.241071d0,4,158.0d0,50.25714d0,45.0d0,40.0d0,27.79d0,1641.0d0,0,0.0d0,5.3d0,2,2,2,2.49d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.65d0,73.4d0,4.3d0,0,1,-15.179118d0,0,1,0.7d0,0.61d0,0.5d0,0.97d0,0.95316535d0,0.95898604d0,2.12d0,0.0d0,0,1,1,9.41d0,0,0,1,21.0d0,1.01d0,0.97278535d0,0.9796831d0,8.4d0,-2.6d0,0.94d0,50.0d0,1,0
206766_CIVIC_2006_PGM-FI_1HGFA16586L035734_05072007_120506.CSV.3.14,0,0,14.491035d0,14.545505d0,-0.16d0,-0.06082281d0,-0.07063295d0,36.0d0,2.7199999999999998d0,14.3d0,0,4.21875d0,4.241071d0,4,158.0d0,50.25714d0,44.0d0,43.0d0,27.79d0,1636.0d0,0,0.0d0,5.82d0,2,2,2,2.49d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.06d0,73.4d0,4.3d0,0,1,-15.179118d0,0,1,0.7d0,0.61d0,1.5d0,0.97d0,0.95316535d0,0.95898604d0,2.1d0,0.0d0,0,1,1,9.02d0,0,0,1,31.0d0,1.09d0,0.97278535d0,0.9796831d0,8.3d0,-2.4d0,0.92d0,50.0d0,1,0
206766_CIVIC_2006_PGM-FI_1HGFA16586L035734_05072007_120506.CSV.3.15,0,0,14.491035d0,14.545505d0,0.04d0,-0.06082281d0,-0.07063295d0,36.0d0,2.7199999999999998d0,14.3d0,0,4.21875d0,4.241071d0,4,158.0d0,50.25714d0,41.0d0,41.0d0,27.79d0,1641.0d0,0,0.0d0,5.6d0,2,2,2,2.49d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.1d0,73.4d0,4.3d0,0,1,-15.179118d0,0,1,0.7d0,0.61d0,1.0d0,0.97d0,0.95316535d0,0.95898604d0,2.08d0,0.0d0,0,1,1,9.02d0,0,0,1,34.0d0,1.1d0,0.97278535d0,0.9796831d0,8.3d0,-2.2d0,0.92d0,50.0d0,1,0
206772_CIVIC HYBRID_2006_PGM-FI_JHMFA36266S015907_09022007_112209.CSV.0.0,0,0,14.491035d0,14.545505d0,-0.14d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.9d0,14.1d0,0,4.21875d0,4.241071d0,4,158.0d0,50.25714d0,0.0d0,0.0d0,21.49d0,1081.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.8d0,33.8d0,1.4d0,0,1,7.78d0,0,1,0.87d0,1.11d0,11.0d0,1.01d0,0.95316535d0,0.95898604d0,2.88d0,1.0d0,0,1,1,1.5699999999999998d0,1,1,1,0.0d0,1.0d0,0.97278535d0,0.9796831d0,1.4d0,-14.8d0,0.65d0,32.0d0,1,0
206772_CIVIC HYBRID_2006_PGM-FI_JHMFA36266S015907_09022007_112209.CSV.0.1,0,0,14.491035d0,14.545505d0,-0.14d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.9d0,14.1d0,0,4.21875d0,4.241071d0,4,158.0d0,50.25714d0,0.0d0,0.0d0,21.49d0,1081.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.8d0,33.8d0,1.4d0,0,1,7.28d0,0,1,0.87d0,1.11d0,11.0d0,1.01d0,0.95316535d0,0.95898604d0,2.88d0,1.0d0,0,1,1,1.5699999999999998d0,1,1,1,0.0d0,1.0d0,0.97278535d0,0.9796831d0,1.4d0,-14.6d0,0.65d0,32.0d0,1,0
206772_CIVIC HYBRID_2006_PGM-FI_JHMFA36266S015907_09022007_112209.CSV.0.2,0,0,14.491035d0,14.545505d0,-0.14d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.9d0,14.1d0,0,4.21875d0,4.241071d0,4,158.0d0,50.25714d0,0.0d0,0.0d0,21.49d0,1079.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.8d0,33.8d0,1.4d0,0,1,6.8d0,0,1,0.87d0,1.11d0,11.0d0,1.01d0,0.95316535d0,0.95898604d0,2.88d0,1.0d0,0,1,1,1.5699999999999998d0,1,1,1,0.0d0,1.0d0,0.97278535d0,0.9796831d0,1.4d0,-14.4d0,0.65d0,32.0d0,1,0
206772_CIVIC HYBRID_2006_PGM-FI_JHMFA36266S015907_09022007_112209.CSV.0.3,0,0,14.491035d0,14.545505d0,-0.14d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.9d0,14.1d0,0,4.21875d0,4.241071d0,4,158.0d0,50.25714d0,0.0d0,0.0d0,21.49d0,1079.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.8d0,33.8d0,1.4d0,0,1,5.64d0,0,1,0.87d0,1.11d0,11.0d0,1.01d0,0.95316535d0,0.95898604d0,2.88d0,1.0d0,0,1,1,1.5699999999999998d0,1,1,1,0.0d0,1.0d0,0.97278535d0,0.9796831d0,1.4d0,-14.2d0,0.65d0,32.0d0,1,0
206772_CIVIC HYBRID_2006_PGM-FI_JHMFA36266S015907_09022007_112209.CSV.0.4,0,0,14.491035d0,14.545505d0,-0.14d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.9d0,14.1d0,0,4.21875d0,4.241071d0,4,158.0d0,50.25714d0,0.0d0,0.0d0,21.49d0,1077.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.8d0,33.8d0,1.4d0,0,1,3.2800000000000002d0,0,1,0.87d0,1.11d0,11.0d0,1.01d0,0.95316535d0,0.95898604d0,2.88d0,1.0d0,0,1,1,1.18d0,1,1,1,0.0d0,1.0d0,0.97278535d0,0.9796831d0,1.4d0,-14.0d0,0.65d0,32.0d0,1,0
206772_CIVIC HYBRID_2006_PGM-FI_JHMFA36266S015907_09022007_112209.CSV.0.5,0,0,14.491035d0,14.545505d0,-0.14d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.9d0,14.1d0,0,4.21875d0,4.241071d0,4,158.0d0,50.25714d0,0.0d0,0.0d0,21.09d0,1078.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.8d0,33.8d0,1.4d0,0,1,0.54d0,0,1,0.87d0,1.11d0,11.0d0,1.01d0,0.95316535d0,0.95898604d0,2.88d0,1.0d0,0,1,1,1.5699999999999998d0,1,1,1,0.0d0,1.0d0,0.97278535d0,0.9796831d0,1.4d0,-13.8d0,0.65d0,32.0d0,1,0
206772_CIVIC HYBRID_2006_PGM-FI_JHMFA36266S015907_09022007_112209.CSV.0.6,0,0,14.491035d0,14.545505d0,-0.13d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.9d0,14.1d0,0,4.21875d0,4.241071d0,4,158.0d0,50.25714d0,0.0d0,0.0d0,21.09d0,1081.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.8d0,33.8d0,1.4d0,0,1,-3.58d0,0,1,0.87d0,1.11d0,11.0d0,1.01d0,0.95316535d0,0.95898604d0,2.88d0,1.0d0,0,1,1,1.18d0,1,1,1,0.0d0,1.0d0,0.97278535d0,0.9796831d0,1.4d0,-13.6d0,0.65d0,32.0d0,1,0
206772_CIVIC HYBRID_2006_PGM-FI_JHMFA36266S015907_09022007_112209.CSV.0.7,0,0,14.491035d0,14.545505d0,-0.13d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.9d0,14.1d0,0,4.21875d0,4.241071d0,4,158.0d0,50.25714d0,0.0d0,0.0d0,21.09d0,1080.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.8d0,33.8d0,1.4d0,0,1,-6.76d0,0,1,0.87d0,1.11d0,11.0d0,1.01d0,0.95316535d0,0.95898604d0,2.88d0,1.0d0,0,1,1,1.5699999999999998d0,1,1,1,0.0d0,1.0d0,0.97278535d0,0.9796831d0,1.4d0,-13.4d0,0.65d0,32.0d0,1,0
206772_CIVIC HYBRID_2006_PGM-FI_JHMFA36266S015907_09022007_112209.CSV.0.8,0,0,14.491035d0,14.545505d0,-0.13d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.9d0,14.1d0,0,4.21875d0,4.241071d0,4,158.0d0,50.25714d0,0.0d0,0.0d0,21.09d0,1085.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.8d0,33.8d0,1.4d0,0,1,-8.68d0,0,1,0.87d0,1.11d0,11.0d0,1.01d0,0.95316535d0,0.95898604d0,2.88d0,1.0d0,0,1,1,1.5699999999999998d0,1,1,1,0.0d0,1.0d0,0.97278535d0,0.9796831d0,1.4d0,-13.2d0,0.65d0,32.0d0,1,0
206772_CIVIC HYBRID_2006_PGM-FI_JHMFA36266S015907_09022007_112209.CSV.0.9,0,0,14.491035d0,14.545505d0,-0.13d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.9d0,14.1d0,0,4.21875d0,4.241071d0,4,158.0d0,50.25714d0,0.0d0,0.0d0,21.09d0,1086.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.8d0,33.8d0,1.4d0,0,1,-9.82d0,0,1,0.87d0,1.11d0,11.0d0,1.01d0,0.95316535d0,0.95898604d0,2.88d0,1.0d0,0,1,1,1.5699999999999998d0,1,1,1,0.0d0,1.0d0,0.97278535d0,0.9796831d0,1.4d0,-13.0d0,0.65d0,32.0d0,1,0
206772_CIVIC HYBRID_2006_PGM-FI_JHMFA36266S015907_09022007_112209.CSV.0.10,0,0,14.491035d0,14.545505d0,-0.13d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.9d0,14.1d0,0,4.21875d0,4.241071d0,4,158.0d0,50.25714d0,0.0d0,0.0d0,19.52d0,1088.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.8d0,33.8d0,1.4d0,1,1,-10.48d0,0,1,0.87d0,1.11d0,11.0d0,1.01d0,0.95316535d0,0.95898604d0,2.88d0,1.0d0,0,1,1,1.5699999999999998d0,0,0,1,0.0d0,1.0d0,0.97278535d0,0.9796831d0,1.4d0,-12.8d0,0.65d0,32.0d0,1,0
206772_CIVIC HYBRID_2006_PGM-FI_JHMFA36266S015907_09022007_112209.CSV.0.11,0,0,14.491035d0,14.545505d0,-0.13d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.9d0,14.1d0,0,4.21875d0,4.241071d0,4,158.0d0,50.25714d0,0.0d0,0.0d0,19.52d0,1091.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.8d0,33.8d0,1.4d0,1,1,-10.98d0,0,1,0.87d0,1.11d0,11.0d0,1.01d0,0.95316535d0,0.95898604d0,2.88d0,1.0d0,0,1,1,1.5699999999999998d0,0,0,1,0.0d0,1.0d0,0.97278535d0,0.9796831d0,1.4d0,-12.6d0,0.65d0,32.0d0,1,0
206772_CIVIC HYBRID_2006_PGM-FI_JHMFA36266S015907_09022007_112209.CSV.0.12,0,0,14.491035d0,14.545505d0,-0.12d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.9d0,14.1d0,0,4.21875d0,4.241071d0,4,158.0d0,50.25714d0,0.0d0,0.0d0,19.52d0,1094.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.8d0,33.8d0,1.4d0,1,1,-11.4d0,0,1,0.87d0,1.11d0,11.0d0,1.01d0,0.95316535d0,0.95898604d0,2.88d0,1.0d0,0,1,1,1.5699999999999998d0,0,0,1,0.0d0,1.0d0,0.97278535d0,0.9796831d0,1.4d0,-12.4d0,0.65d0,32.0d0,1,0
206772_CIVIC HYBRID_2006_PGM-FI_JHMFA36266S015907_09022007_112209.CSV.0.13,0,0,14.491035d0,14.545505d0,-0.12d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.9d0,14.1d0,0,4.21875d0,4.241071d0,4,158.0d0,50.25714d0,0.0d0,0.0d0,19.52d0,1093.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.8d0,33.8d0,1.1d0,1,1,-14.3d0,0,1,0.87d0,1.11d0,11.0d0,1.01d0,0.95316535d0,0.95898604d0,2.88d0,1.0d0,0,1,1,1.18d0,0,0,1,0.0d0,1.0d0,0.97278535d0,0.9796831d0,1.1d0,-12.2d0,0.65d0,32.0d0,1,0
206772_CIVIC HYBRID_2006_PGM-FI_JHMFA36266S015907_09022007_112209.CSV.0.14,0,0,14.491035d0,14.545505d0,-0.12d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.9d0,14.1d0,0,4.21875d0,4.241071d0,4,158.0d0,50.25714d0,0.0d0,0.0d0,19.52d0,1104.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.8d0,33.8d0,1.1d0,1,1,-17.96d0,0,1,0.87d0,1.11d0,4.5d0,1.01d0,0.95316535d0,0.95898604d0,2.06d0,1.0d0,0,1,1,0.78d0,0,0,1,0.0d0,1.0d0,0.97278535d0,0.9796831d0,1.1d0,-12.0d0,0.63d0,32.0d0,1,0
206772_CIVIC HYBRID_2006_PGM-FI_JHMFA36266S015907_09022007_112209.CSV.0.15,0,0,14.491035d0,14.545505d0,-1.44d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.9d0,14.1d0,0,4.21875d0,4.241071d0,4,156.2d0,50.25714d0,0.0d0,0.0d0,19.52d0,1104.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.8d0,33.8d0,1.1d0,1,1,-18.82d0,0,1,0.87d0,1.11d0,0.0d0,1.01d0,0.95316535d0,0.95898604d0,1.55d0,1.0d0,0,1,1,1.18d0,0,0,1,0.0d0,1.0d0,0.97278535d0,0.9796831d0,1.1d0,-11.8d0,0.63d0,32.0d0,1,0
